0;Mission type;Operator;COSPAR ID;SATCAT no.;Mission duration;Spacecraft;Manufacturer;Launch mass;Landing mass;Crew size;Members;Callsign;EVAs;EVA duration;Launch date;Rocket;Launch site;Recovered by;Landing date;Landing site;Referencesystem;Periselene;Aposelene;Epoch;Spacecraft component;Orbital insertion;Orbital departure;Orbits;Return launch;Sample mass;Surface EVAs;Distance covered;Docking date;Undocking date;Mass;Distance travelled;Orbits completed;Payload mass;Destroyed;Regime;Perigee;Apogee;Inclination;Period;Decay date;Names;Spacecraft type;Time docked;Contractor;Website;Dry mass;Dimensions;Power;Disposal;Deactivated;Semi-major axis;Eccentricity;RAAN;Argument of perigee;Mean anomaly;Mean motion;Revolution no.;Type;Diameter;Wavelengths;Instruments;DIRBE;FIRAS;DMR;Bus;Declared;Focal length;Collecting area;Resolution;ACIS;HRC;HETG;LETG;Deployment date;Entered service;Velocity;Focal ratio;NICMOS;ACS;WFC3;COS;STIS;FGS;Perihelion;Aphelion;IRAC;IRS;MIPS;Last contact;Recovery date;RPI;LENA;MENA;HENA;FUV;EUV;SA;LRS;CPC;Repeat interval;;AMR-2;DORIS;GPSP;LRA;CARMEN-3;LPT;Deployed from;Argument of perihelion;Bandwidth;ESA;TEAMS;HILT;LEICA;MAST;PET;Name;K band (23 GHz);Ka band (33 GHz);Q band (41 GHz);V band (61 GHz);W band (94 GHz);Impact site;Impact date;CRaTER;DLRE;LAMP;LEND;LOLA;LROC;Mini-RF;Harvard designation;Closest approach;Distance;Periareion;Apoareion;Band;RA;RAC;TEGA;MARDI;MET;SSI;MECA;OCAMS;OLA;OTES;OVIRS;REXIS;TAGSAM;CIDA;DFMI;SSC;DSE;NavCam;FC;VIR;GRaND;Atmospheric entry;NIMS;UVS;PPR;DDS;EPD;HIC;MAG;PLS;PWS;Perijove;Apojove;MWR;JIRAM;GRAV;JADE;JEDI;Waves;Pericytherion;Apocytherion;Perihermion;Apohermion;Argument of periapsis;Alice;LORRI;SWAP;PEPSSI;REX;Ralph;SDC;HMV;-;CPI;CRT;GTT;TRD;AMD;IPP;Longitude;Periapsis;Apoapsis;CDS;CELIAS;COSTEP;EIT;ERNE;GOLF;LASCO;MDI;SUMER;SWAN;UVCS;VIRGO;SECCHI;IMPACT;PLASTIC;S/WAVES;SWEAP;SPC;SPAN;WISPR;FIELDS;NIRCam;NIRSpec;MIRI;NIRISS;SI;G1;G2;BAT;XRT;UVOT;Slot;SEIS;HP3;RISE;TWINS;Altitude;PIMS;ICEMAG;MISE;EIS;REASON;E-THEMIS;MASPEX;Europa-UVS;SUDA;;;;
Solar_Anomalous_and_Magnetospheric_Particle_Explorer;Magnetospheric research;NASA/ GSFC  Max Planck Institute;1992-038A;22012;Planned: 3 years  Final: 11years, 11months and 27days;0;NASA/ GSFC;157kg (346lb);0;0;0;0;0;0;July 3, 1992, 14:19(1992-07-03UTC14:19Z)UTC;Scout G-1;Vandenberg SLC-5W;0;0;0;Geocentric;0;0;July 3, 1992;0;0;0;0;0;0;0;0;0;0;0;0;0;45.2kg (100lb);0;Near-polar;512km (318mi);687km (427mi);81.7;96.7 minutes;November 13, 2012, 11:42(2012-11-13UTC11:43Z)UTC;Explorer-68, SMEX-1;0;0;0;http://lasp.colorado.edu/sampex/sampex.html;0;102 W;Reentered;0;0;0.0099999998;0;0;0;0;0;0;0;0;InstrumentsHILT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Submillimeter_Wave_Astronomy_Satellite;Submillimeter astronomy;NASA/ Goddard;1998-071A;25560;Planned: 2 years  Final: 6years, 8months and 26days;0;NASA/ Goddard;288kg (635lb);0;0;0;0;0;0;December 6, 1998, 00:57(1998-12-06UTC00:57Z)UTC;Pegasus XL;Stargazer, Vandenberg AFB;0;0;0;Geocentric;0;0;September 9, 2015, 13:11:43UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;102kg (225lb);0;Low Earth;586.2km (364.2mi);593.8km (369.0mi);69.8979;96.4833 min;0;Explorer-74, SMEX-3;0;0;Orbital Sciences;https://www.cfa.harvard.edu/swas/;0;230 W;0;0;6,968.1km (4,329.8mi);0.0005458;85.8457;74.6613;285.5145;14.9254 rev/day;90902;Cassegrain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Submillimeter Wave Telescope;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Transition_Region_and_Coronal_Explorer;Heliophysics;NASA/ GSFC;1998-020A;25280;Planned: 1 year  Final: 12years, 2months and 19days;0;NASA/ GSFC  Lockheed Martin;250kg (551lb);0;0;0;0;0;0;April 2, 1998, 02:43:23(1998-04-02UTC02:43:23Z)UTC;Pegasus XL;Stargazer, Vandenberg AFB;0;0;0;Geocentric;0;0;September 10, 2015, 19:19:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun synchronous;517.6km (321.6mi);554.5km (344.6mi);97.5325;95.3667 min;0;Explorer-73, SMEX-4;0;0;Orbital Sciences;trace.lmsal.com;0;220 W;0;0;6,914.2km (4,296.3mi);0.00267;89.297;91.5219;32.1161;15.1 rev/day;95290;Cassegrain;30cm (12in);Ultraviolet and extreme ultraviolet;0;0;0;0;0;0;8.66m (28.4ft);0;1 arcsec;0;0;0;0;0;April 20, 1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TRACE Imaging Telescope;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
Wide_Field_Infrared_Explorer;Infrared astronomy;NASA/ GSFC  Bowie State SOCC;1999-011A;25646;Planned: 4 months  Final: 1y, 4m, 10d;0;NASA/ GSFC  Space Dynamics Laboratory;250kg (550lb);0;0;0;0;0;0;March 5, 1999, 02:56(1999-03-05UTC02:56Z)UTC;Pegasus XL;Stargazer, Vandenberg AFB;0;0;0;Geocentric;0;0;March 5, 1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sun-synchronous;470km (290mi);540km (340mi);97;0;May 10, 2011, 07:00(2011-05-10UTC08Z)UTC;Explorer-75, SMEX-5;0;0;Orbital Sciences;http://www.ipac.caltech.edu/wire/;0;0;160 W;Decommissioned;0;0;0;0;0;0;0;0;30cm (12in);0;0;0;0;0;0;0;0;0;20-23 arcsec;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
TIMED;IonosphereAtmospheric scienceSpace weather research.;NASA;2001-055B;26998;2 years (planned)15+ years (ongoing);0;Applied Physics Laboratory;660 kilograms (1,460lb);0;0;0;0;0;0;7 December 2001, 15:07:35(2001-12-07UTC15:07:35Z)UTC;Delta II 7920-10 D289;Vandenberg SLC-2W;0;0;0;Geocentric;0;0;26 June 2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;611.7 kilometers (380.1mi);612.6 kilometers (380.7mi);96.8 minutes;0;0;0;0;0;TIMED at APL;0;0;300 W (nominal);0;0;6,983.0 kilometers (4,339.0mi);0.0000651;302.7819degrees;343.2534degrees;16.86255degrees;14.87734465;78858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;
Uhuru_(satellite);Astronomy;NASA;1970-107A;4797;3 years;0;0;0;0;0;0;0;0;0;December 12, 1970, 10:53:50(1970-12-12UTC10:53:50Z)UTC;Scout B S175C;San Marco;0;0;0;Geocentric;0;0;December 12, 1970, 05:54:00UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Low Earth;520.0 kilometers (323.1mi);560.0 kilometers (348.0mi);3.0degrees;95.70minutes;April 5, 1979;0;0;0;0;heasarc.gsfc.nasa.gov/docs/uhuru/uhuru.html;141.5 kilograms (312lb);0;0;0;0;0;0.002956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;March 1973(1973-04);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Wilkinson_Microwave_Anisotropy_Probe;CMBR Astronomy;NASA;2001-027A;26859;9 years, 1 month, 2 days (from launch to end collection of science data);0;NASA/ NRAO;835kg (1,841lb);0;0;0;0;0;0;19:46:46, June30,2001(2001-06-30T19:46:46);Delta II 7425-10;Cape Canaveral SLC-17;0;0;0;L2point;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Lissajous;0;0;0;0;0;MAPExplorer 80;0;0;0;map.gsfc.nasa.gov;763kg (1,682lb);419W;passivated;October28,2010(2010-10-28);0;0;0;0;0;0;0;Gregorian;23 GHz to 94 GHz;InstrumentsK band (23 GHz);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lunar_Orbiter_2;Lunar orbiter;NASA;1966-100A;2534;339days;0;Langley Research Center;385.6 kilograms (850lb);0;0;0;0;0;0;November 6, 1966, 23:21:00(1966-11-06UTC23:21Z)UTC;Atlas SLV-3 Agena-D;Cape Canaveral LC-13;0;0;0;Selenocentric;1,790 kilometers (1,110mi);3,598 kilometers (2,236mi);9 November 1966, 19:00:00UTC;0;November 10, 1966;0;2346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.9degrees;208.07minutes;October 11, 1967(1967-10-12);0;0;0;0;0;0;0;0;0;0;2,694 kilometers (1,674mi);0.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300N 11906E / 3.0N 119.1E / 3.0;119.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Lunar_Orbiter_3;Lunar orbiter;NASA;1967-008A;2666;246days;0;Langley Research Center;385.6 kilograms (850lb);0;0;0;0;0;0;February 5, 1967, 01:17:00(1967-02-05UTC01:17Z)UTC;Atlas SLV-3 Agena-D;Cape Canaveral LC-13;0;0;0;Selenocentric;1,790 kilometers (1,110mi);3,598 kilometers (2,236mi);7 February 1967, 19:00:00UTC;0;February 8, 1967, 21:54UTC;0;1702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.9degrees;208.1minutes;October 9, 1967(1967-10-10);0;0;0;0;0;0;0;0;0;0;2,694 kilometers (1,674mi);0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1418N 9742W / 14.3N 97.7W / 14.3;-97.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Lunar_Orbiter_4;Lunar orbiter;NASA;1967-041A;2772;180days;0;Langley Research Center;385.6 kilograms (850lb);0;0;0;0;0;0;May 4, 1967, 22:25:00(1967-05-04UTC22:25Z)UTC;Atlas SLV-3 Agena-D;Cape Canaveral LC-13;0;0;0;Selenocentric;4,449 kilometers (2,764mi);7,856 kilometers (4,881mi);7 March 1967, 20:00:00UTC;0;May 8, 1967, 21:54UTC;0;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85.5degrees;721minutes;October 6, 1967;0;0;0;0;0;0;0;0;0;0;6,152.5 kilometers (3,823.0mi);0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;July 17, 1967(1967-07-18);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Lunar_Orbiter_5;Lunar orbiter;NASA;1967-075A;2907;183days;0;Langley Research Center;385.6 kilograms (850lb);0;0;0;0;0;0;August 1, 1967, 22:32:00(1967-08-01UTC22:32Z)UTC;Atlas SLV-3 Agena-D;Cape Canaveral LC-13;0;0;0;Selenocentric;194.5 kilometers (120.9mi);6,023 kilometers (3,743mi);0;0;August 5, 1967;0;1380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85degrees;510.08minutes;January 31, 1968(1968-02-01);0;0;0;0;0;0;0;0;Deorbited;0;4,846.8 kilometers (3,011.7mi);0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247S 8301W / 02.79S 83.01W / -02.79;-83.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
LCROSS;Lunar impactor;NASA/ ARC;2009-031B;35316;144days;0;Northrop Grumman;621 kilograms (1,369lb)Centaur: 2,249 kilograms (4,958lb);0;0;0;0;0;0;18 June 2009, 21:32:00(2009-06-18UTC21:32Z)UTC;Atlas V 401;Cape Canaveral SLC-41;0;0;0;Geocentric;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;High Earth;0;0;0;37days;0;0;0;0;United Launch Alliance;LCROSS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Eagle-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;October 9, 2009, 11:37(2009-10-09UTC11:38Z)UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Lunar_Reconnaissance_Orbiter;Lunar orbiter;NASA;2009-031A;35315;Primary mission: 1 year;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chandraayan-1;Lunar orbiter;Indian Space Research Organisation;2008-052A;33405;Planned: 2 years  Final: 10months, 6days;0;0;1,380kg (3,040lb);0;0;0;0;0;0;22 October 2008, 00:52(2008-10-22UTC00:52)UTC;PSLV-XL C11;Satish Dhawan Second Pad;0;0;0;Selenocentric;200km (120mi);200km (120mi);19 May 2009;0;8 November 2008;0;3,400 at EOM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ISRO;www.isro.gov.in/Spacecraft/chandrayaan-1;0;0;0;0;0;1,758 kilometers (1,092mi);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28 August 2009, 20:00(2009-08-28UTC21)UTC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Pioneer_0;Lunar orbiter;U.S. Air Force;ABLE1;0;73.6secondsFailed to orbit;0;TRW Space Technology Laboratories;83.8 pounds (38.0kg);0;0;0;0;0;0;August 17, 1958, 12:18(1958-08-17UTC12:18Z)UTC;Thor DM-18 Able I;Cape Canaveral LC-17A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 kilometers (9.9mi);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Pioneer_2;Lunar orbiter;NASA;0;0;Failed to orbit;0;TRW;87.3 pounds (39.6kg);0;0;0;0;0;0;November 8, 1958, 07:30:21(1958-11-08UTC07:30:21Z)UTC;Thor DM-18 Able I;Cape Canaveral LC-17A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,550km (960mi);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Pioneer_P-1;Lunar flyby;NASA;1959-E02;0;Failure to launch;0;Space Technology Laboratory;88.4 kilograms (195lb);0;0;0;0;0;0;September 24, 1959, 05:44:52(1959-09-24UTC05:44:52Z)UTC;Atlas C Able;Cape Canaveral LC-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.3 kilograms (56lb);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Pioneer_P-3;Lunar orbiter;NASA;0;0;Failed to orbit;0;0;168.70 kilograms (371.9lb);0;0;0;0;0;0;26 November 1959, 07:26:00(1959-11-26UTC07:26Z)UTC;Atlas D Able;Cape Canaveral LC-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
Pioneer_P-30;Lunar flyby;NASA;0;0;Failure to launch;0;Space Technology Laboratory;175.5kg (387lb);0;0;0;0;0;0;25 September 1960, 15:13:00(1960-09-25UTC15:13Z)UTC;Atlas D Able;Cape Canaveral LC-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,290 kilometres (800mi);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
